"","station","date","group_lower","parameter","form","result","unit","detection","source","dl","type","watershed","waterbody","designated_use","segment","site_summary_segment","year","month","year_mon","group_upper","ccc","cmc","d","units","suspected_nd","insufficient_dl_class_c","insufficient_dl_class_d","raw_exceedance_ccc","raw_exceedance_cmc","raw_exceedance_d","evidence_based_exceedance_ccc","evidence_based_exceedance_cmc","evidence_based_exceedance_d"
"88","1648010",2016-05-23,"copper","copper - dissolved","dissolved",2.8,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,5,"2016-5","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"89","1648010",2016-05-23,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,5,"2016-5","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"90","1648010",2016-06-17,"copper","copper - dissolved","dissolved",3.5,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"91","1648010",2016-06-17,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"92","1648010",2016-06-22,"copper","copper - dissolved","dissolved",3.3,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"93","1648010",2016-06-22,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"94","1648010",2016-06-23,"copper","copper - dissolved","dissolved",3.2,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"95","1648010",2016-06-23,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"96","1648010",2016-06-28,"copper","copper - dissolved","dissolved",2.6,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"97","1648010",2016-06-28,"mercury","mercury - total","total",1.75,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,1,0,1,1,0
"98","1648010",2016-06-28,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,6,"2016-6","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"99","1648010",2016-07-05,"copper","copper - dissolved","dissolved",3.2,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"100","1648010",2016-07-05,"mercury","mercury - total","total",18.3,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,1,0,1,1,0
"101","1648010",2016-07-05,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"102","1648010",2016-07-27,"copper","copper - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"103","1648010",2016-07-27,"mercury","mercury - total","total",1.01,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,0,0,1,0,0
"104","1648010",2016-07-27,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"105","1648010",2016-07-29,"copper","copper - dissolved","dissolved",3.2,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"106","1648010",2016-07-29,"mercury","mercury - total","total",26,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,1,0,1,1,0
"107","1648010",2016-07-29,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,7,"2016-7","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"108","1648010",2016-08-16,"copper","copper - dissolved","dissolved",3.7,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,8,"2016-8","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"109","1648010",2016-08-16,"mercury","mercury - total","total",19,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,8,"2016-8","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,1,0,1,1,0
"110","1648010",2016-08-16,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,8,"2016-8","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"111","1648010",2016-08-24,"copper","copper - dissolved","dissolved",1.6,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,8,"2016-8","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"112","1648010",2016-08-24,"mercury","mercury - total","total",1.3,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,8,"2016-8","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,0,0,1,0,0
"113","1648010",2016-08-24,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,8,"2016-8","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"114","1648010",2016-09-08,"copper","copper - dissolved","dissolved",5,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"115","1648010",2016-09-08,"mercury","mercury - total","total",3.33,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,1,0,1,1,0
"116","1648010",2016-09-08,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"117","1648010",2016-09-19,"copper","copper - dissolved","dissolved",3.3,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"118","1648010",2016-09-19,"mercury","mercury - total","total",1.32,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,0,0,1,0,0
"119","1648010",2016-09-19,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"120","1648010",2016-09-27,"copper","copper - dissolved","dissolved",3.6,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"121","1648010",2016-09-27,"mercury","mercury - total","total",1.27,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,0,0,1,0,0
"122","1648010",2016-09-27,"zinc","zinc - dissolved","dissolved",NA,"ug/l","nd","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Zinc",139.6443495,138.5113325,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"123","1648010",2016-09-29,"copper","copper - dissolved","dissolved",3.8,"ug/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Copper",10.60106105,16.18585049,NA,"ug/l",FALSE,FALSE,FALSE,0,0,0,0,0,0
"124","1648010",2016-09-29,"mercury","mercury - total","total",19.7,"ng/l","d","USGS",NA,"Mainstem","Rock Creek","Rock Creek",NA,"","Rock Creek Upper",2016,9,"2016-9","Mercury",0.77,1.4,0.15,"ug/l",FALSE,FALSE,FALSE,1,1,0,1,1,0
